frame,fingers,maxContourArea,centerX,centerY,convexDefects,avgAngle,fps,usedMemoryMB,cpuLoad,gesture
327,2,26177.00,391.47,205.17,6,81.72,100.00,232.31,0.0389,Rock
328,1,26941.00,393.56,202.21,7,0.00,100.00,233.19,0.0383,Thumbs Up
329,2,25798.00,392.09,204.98,7,78.86,100.00,234.55,0.0383,Rock
330,1,26283.00,392.26,205.09,8,0.00,100.00,235.43,0.0383,Thumbs Up
331,1,26278.00,392.10,205.28,7,0.00,100.00,236.31,0.0396,Thumbs Up
332,2,25921.00,392.36,204.30,6,80.51,100.00,237.67,0.0396,Rock
333,2,25738.00,393.78,203.01,6,84.90,100.00,238.55,0.0396,Rock
334,2,26646.00,393.35,201.94,7,83.74,100.00,239.43,0.0427,Peace
335,1,26188.00,394.06,203.47,6,0.00,100.00,240.31,0.0427,Thumbs Up
336,2,24649.50,393.39,204.40,6,79.74,100.00,241.19,0.0427,Rock
337,2,24845.50,393.55,205.01,6,71.27,100.00,242.55,0.0271,Peace
338,2,24589.00,392.87,202.46,8,82.67,100.00,243.43,0.0271,Rock
339,2,23917.50,391.27,202.70,6,83.58,100.00,244.31,0.0271,Rock
340,3,36708.50,348.43,233.71,6,65.51,90.91,245.67,0.0464,OK
341,1,50075.50,336.23,152.68,6,0.00,100.00,246.55,0.0464,Thumbs Up
342,2,26507.00,390.66,207.17,6,78.16,100.00,247.43,0.0464,Rock
343,1,26667.00,390.38,209.36,7,0.00,100.00,248.31,0.0317,Thumbs Up
344,2,26199.50,390.49,207.68,6,83.01,100.00,249.19,0.0317,Rock
345,2,24390.00,390.42,207.99,7,72.04,100.00,250.55,0.0317,Rock
346,1,25506.00,389.81,208.61,8,0.00,100.00,251.55,0.0433,Thumbs Up
347,2,25448.00,392.06,206.48,7,84.45,100.00,252.42,0.0433,Rock
348,1,25375.50,390.25,208.49,8,0.00,100.00,253.79,0.0433,Thumbs Up
349,2,25938.50,389.81,207.38,9,82.78,100.00,254.67,0.0410,Rock
350,2,26281.50,389.96,207.92,7,79.21,100.00,255.55,0.0410,Rock
351,2,26623.00,389.18,208.72,7,81.47,100.00,256.42,0.0410,Rock
352,1,26710.50,388.55,209.54,7,0.00,125.00,257.30,0.0518,Thumbs Up
353,2,25534.00,387.35,208.12,6,81.42,100.00,258.55,0.0518,Rock
354,2,25087.50,389.31,201.84,7,79.68,100.00,259.43,0.0518,Rock
355,2,26447.50,393.56,200.22,7,77.02,90.91,260.80,0.0324,Rock
356,1,28305.00,392.64,206.90,7,0.00,100.00,261.67,0.0324,Thumbs Up
357,3,27772.00,392.86,206.92,8,79.82,100.00,262.55,0.0324,OK
358,2,25120.00,392.97,203.87,6,84.36,100.00,263.43,0.0434,Rock
359,1,25899.00,393.36,203.57,7,0.00,100.00,264.31,0.0434,Thumbs Up
360,1,28191.00,395.31,200.08,7,0.00,100.00,265.19,0.0434,Thumbs Up
361,1,27196.50,392.78,204.56,8,0.00,100.00,266.55,0.0333,Thumbs Up
362,2,26708.00,391.96,204.98,6,80.68,83.33,267.43,0.0333,Rock
363,1,27771.50,390.98,207.33,6,0.00,100.00,268.80,0.0333,Thumbs Up
364,2,28266.50,392.45,206.75,7,72.62,100.00,270.05,0.0464,Rock
365,2,27892.50,391.20,207.61,6,81.11,100.00,271.04,0.0464,Rock
366,2,29015.00,392.75,204.63,6,80.70,100.00,271.92,0.0464,Rock
367,2,28618.00,392.28,206.69,6,79.19,100.00,272.80,0.0315,Rock
368,2,28378.50,391.53,208.05,6,83.58,100.00,273.67,0.0315,Peace
369,1,29225.00,393.24,204.86,6,0.00,100.00,274.55,0.0315,Thumbs Up
370,2,28501.50,391.95,207.16,6,81.01,100.00,275.43,0.0000,Peace
371,1,28163.00,392.19,207.22,7,0.00,100.00,276.80,0.0000,Thumbs Up
372,2,28114.50,392.09,207.36,7,84.56,100.00,277.67,0.0000,Rock
373,2,28267.50,392.91,206.76,6,76.71,100.00,278.55,0.0334,Rock
374,2,28045.50,392.35,206.08,6,75.59,100.00,279.43,0.0334,Rock
375,1,27661.00,392.35,206.04,8,0.00,100.00,280.31,0.0334,Thumbs Up
376,1,27948.00,392.10,207.45,7,0.00,125.00,281.19,0.0358,Thumbs Up
377,1,26947.00,391.45,206.33,7,0.00,100.00,282.55,0.0358,Thumbs Up
378,1,26208.00,392.78,203.40,8,0.00,100.00,283.43,0.0358,Thumbs Up
379,1,26346.50,392.70,203.29,7,0.00,100.00,284.31,0.0305,Thumbs Up
380,1,26010.00,393.13,203.93,7,0.00,100.00,285.67,0.0305,Thumbs Up
381,2,25994.00,392.12,203.98,7,84.36,100.00,286.55,0.0305,Rock
382,1,25083.00,393.10,201.56,6,0.00,100.00,287.43,0.0388,Thumbs Up
383,1,25184.00,393.19,203.11,6,0.00,100.00,288.42,0.0388,Thumbs Up
384,2,26402.00,393.24,203.57,7,67.17,100.00,289.30,0.0388,Rock
385,1,26810.00,394.07,203.28,7,0.00,100.00,290.55,0.0324,Thumbs Up
386,2,26675.00,393.22,204.18,6,71.24,100.00,291.43,0.0324,Peace
387,1,26806.00,394.58,202.81,7,0.00,100.00,292.31,0.0324,Thumbs Up
388,2,24674.00,393.36,201.37,6,74.88,100.00,293.67,0.0000,Rock
389,1,25255.00,392.93,203.56,6,0.00,100.00,294.55,0.0000,Thumbs Up
390,1,25718.50,392.55,202.81,6,0.00,100.00,295.43,0.0000,Thumbs Up
391,2,25813.00,393.72,201.65,6,80.80,111.11,296.31,0.0417,Peace
392,1,25292.50,392.84,202.07,6,0.00,100.00,297.19,0.0417,Thumbs Up
393,1,25659.00,392.46,203.92,7,0.00,100.00,298.55,0.0417,Thumbs Up
394,2,25652.50,392.79,203.20,7,73.07,100.00,299.43,0.0380,Peace
395,1,25574.50,392.34,204.65,7,0.00,100.00,300.31,0.0380,Thumbs Up
396,1,25875.50,391.89,205.03,7,0.00,100.00,301.67,0.0380,Thumbs Up
397,2,25986.00,391.61,205.76,7,80.60,100.00,302.55,0.0355,Rock
398,1,26122.50,392.55,203.95,6,0.00,100.00,303.43,0.0355,Thumbs Up
399,2,26263.00,390.39,207.16,6,78.21,100.00,304.31,0.0355,Rock
400,2,25889.50,392.14,204.07,6,82.17,100.00,305.19,0.0423,Rock
401,1,26222.50,391.30,206.48,7,0.00,100.00,306.55,0.0423,Thumbs Up
402,1,25910.00,391.10,205.16,7,0.00,142.86,307.43,0.0423,Thumbs Up
403,1,25955.50,391.95,204.81,7,0.00,100.00,308.31,0.0341,Thumbs Up
404,1,26180.00,392.16,204.95,6,0.00,100.00,309.67,0.0341,Thumbs Up
405,1,25777.00,392.12,205.89,6,0.00,100.00,18.22,0.0341,Thumbs Up
406,1,26071.00,392.80,203.66,8,0.00,100.00,18.48,0.1861,Thumbs Up
407,2,26164.50,392.30,204.96,7,82.39,100.00,18.89,0.1861,Rock
408,1,26012.00,391.60,205.70,7,0.00,100.00,19.77,0.1861,Thumbs Up
409,1,25827.50,391.29,205.80,7,0.00,100.00,21.77,0.0468,Thumbs Up
410,2,25981.50,392.12,204.26,7,79.31,125.00,21.77,0.0468,Rock
411,2,25916.00,392.04,204.44,7,81.98,100.00,22.65,0.0468,Rock
412,2,25908.50,391.98,204.68,7,81.42,125.00,23.53,0.0400,Rock
413,1,25656.50,391.73,205.07,6,0.00,100.00,24.65,0.0400,Thumbs Up
414,2,25907.50,391.92,204.72,7,76.58,100.00,25.53,0.0400,Rock
415,1,26190.50,390.97,206.63,6,0.00,100.00,26.41,0.0438,Thumbs Up
416,1,25740.50,391.76,204.79,7,0.00,100.00,27.29,0.0438,Thumbs Up
417,1,25923.00,392.16,205.31,7,0.00,100.00,29.29,0.0438,Thumbs Up
418,2,25879.00,391.38,205.53,7,84.15,125.00,29.29,0.0347,Rock
419,1,26609.50,390.70,206.90,6,0.00,100.00,30.17,0.0347,Thumbs Up
420,2,26037.50,391.51,205.13,7,83.82,100.00,31.29,0.0347,Rock
421,2,26025.00,392.09,204.92,6,71.52,100.00,33.29,0.0314,Peace
422,2,26071.00,391.56,204.39,7,81.67,100.00,33.29,0.0314,Rock
423,1,25516.00,392.13,205.18,7,0.00,100.00,34.17,0.0314,Thumbs Up
424,1,25755.00,391.77,205.32,7,0.00,100.00,35.29,0.0461,Thumbs Up
425,1,25700.50,392.52,204.24,6,0.00,100.00,37.29,0.0461,Thumbs Up
426,1,25595.00,392.43,204.54,7,0.00,100.00,37.77,0.0461,Thumbs Up
427,1,26118.50,392.40,203.45,6,0.00,100.00,38.65,0.0293,Thumbs Up
428,2,26215.50,393.50,204.02,6,80.56,100.00,39.53,0.0293,Rock
429,1,26283.00,392.19,204.09,7,0.00,100.00,41.53,0.0293,Thumbs Up
430,2,25938.50,392.37,203.82,7,84.07,100.00,41.53,0.0563,Peace
431,2,25735.50,392.40,203.03,7,72.77,100.00,42.41,0.0563,Peace
432,1,25432.50,392.43,202.43,7,0.00,100.00,43.53,0.0563,Thumbs Up
433,1,25436.00,393.10,200.82,7,0.00,100.00,45.53,0.0317,Thumbs Up
434,1,25556.50,393.01,200.97,7,0.00,100.00,45.53,0.0317,Thumbs Up
435,1,25719.50,393.17,202.17,7,0.00,100.00,46.41,0.0317,Thumbs Up
436,1,25581.00,393.01,201.47,6,0.00,100.00,47.53,0.0353,Thumbs Up
437,2,25532.50,392.63,204.09,6,84.59,100.00,49.53,0.0353,Peace
438,1,24840.00,392.36,203.18,6,0.00,125.00,49.53,0.0353,Thumbs Up
439,1,24608.50,392.20,202.57,6,0.00,100.00,50.41,0.0337,Thumbs Up
440,1,24679.50,392.21,203.22,7,0.00,100.00,51.53,0.0337,Thumbs Up
441,1,24716.00,391.43,204.06,7,0.00,125.00,53.53,0.0337,Thumbs Up
442,2,24469.50,391.74,204.09,7,82.23,100.00,53.53,0.0381,Peace
443,2,24523.50,392.45,204.54,6,79.09,100.00,54.41,0.0381,Peace
444,1,24488.50,392.37,204.62,6,0.00,100.00,55.53,0.0381,Thumbs Up
445,1,24567.00,391.91,204.93,5,0.00,100.00,57.53,0.0638,Thumbs Up
446,1,24210.00,392.58,203.94,5,0.00,100.00,57.53,0.0638,Thumbs Up
447,1,23875.00,393.09,202.97,5,0.00,100.00,58.41,0.0638,Thumbs Up
448,1,24026.50,392.84,202.96,6,0.00,100.00,59.53,0.0372,Thumbs Up
449,1,24148.50,392.50,203.69,6,0.00,100.00,61.53,0.0372,Thumbs Up
450,1,24278.50,392.55,203.38,6,0.00,100.00,61.53,0.0372,Thumbs Up
451,2,24169.00,392.59,203.36,6,80.84,100.00,62.41,0.0398,Peace
452,1,24324.00,393.26,202.81,5,0.00,100.00,63.53,0.0398,Thumbs Up
453,1,24284.50,392.51,202.50,5,0.00,100.00,65.53,0.0398,Thumbs Up
454,1,24435.00,392.11,202.91,6,0.00,100.00,65.53,0.0409,Thumbs Up
455,1,24086.00,392.32,204.93,5,0.00,100.00,66.41,0.0409,Thumbs Up
456,2,24753.50,391.81,204.02,6,68.70,100.00,67.53,0.0409,Peace
457,1,25204.50,392.71,202.45,7,0.00,100.00,69.53,0.0331,Thumbs Up
458,2,25938.00,392.62,202.11,7,77.37,100.00,69.53,0.0331,Rock
459,1,26681.50,394.12,199.57,7,0.00,142.86,70.41,0.0331,Thumbs Up
460,2,27596.50,394.34,198.92,6,84.39,100.00,71.53,0.0483,Peace
461,1,27119.50,393.98,200.35,5,0.00,100.00,73.53,0.0483,Thumbs Up
462,2,26961.00,393.00,199.79,6,83.44,100.00,73.53,0.0483,Peace
463,1,26769.00,393.52,200.52,7,0.00,100.00,74.65,0.0324,Thumbs Up
464,1,27742.50,394.80,199.13,6,0.00,100.00,75.53,0.0324,Thumbs Up
465,3,28132.00,394.74,200.10,7,73.76,100.00,76.65,0.0324,OK
466,2,28472.00,394.50,200.95,8,82.08,100.00,77.53,0.0594,Rock
467,1,26520.50,393.52,200.87,7,0.00,100.00,78.41,0.0594,Thumbs Up
468,1,26396.00,392.72,201.61,7,0.00,100.00,79.29,0.0594,Thumbs Up
469,2,26472.50,392.23,202.05,7,72.12,90.91,81.29,0.0320,Rock
470,1,25979.00,392.13,202.31,6,0.00,100.00,81.29,0.0320,Thumbs Up
471,1,26559.00,392.83,201.15,5,0.00,166.67,82.17,0.0320,Thumbs Up
472,2,27150.50,393.93,199.84,6,82.64,100.00,83.53,0.0594,Peace
473,1,26446.50,392.55,201.08,6,0.00,100.00,85.53,0.0594,Thumbs Up
474,1,26549.50,393.51,201.31,7,0.00,100.00,85.53,0.0594,Thumbs Up
475,2,26440.00,393.55,201.44,6,76.53,100.00,86.41,0.0312,Rock
476,1,25976.00,392.14,202.01,8,0.00,100.00,87.53,0.0312,Thumbs Up
477,2,25348.50,392.61,200.23,6,80.76,100.00,89.53,0.0312,Rock
478,2,24952.50,392.97,200.89,6,79.61,100.00,89.53,0.0418,Peace
479,2,26232.50,393.43,201.40,6,81.62,100.00,90.41,0.0418,Peace
480,2,26555.50,393.56,200.55,7,77.62,100.00,91.53,0.0418,Rock
481,2,26655.50,392.74,202.28,7,83.29,100.00,93.53,0.0343,Peace
482,2,26123.00,393.57,201.93,7,79.72,100.00,93.53,0.0343,Peace
483,1,26598.00,391.08,204.02,6,0.00,100.00,94.41,0.0343,Thumbs Up
484,1,26340.00,391.49,204.56,7,0.00,100.00,95.53,0.0380,Thumbs Up
485,2,26513.00,392.51,203.50,6,78.45,100.00,97.53,0.0380,Rock
486,2,26365.00,392.04,202.80,7,80.76,90.91,97.53,0.0380,Peace
487,1,26911.00,392.10,203.20,7,0.00,100.00,98.41,0.0308,Thumbs Up
488,2,26203.00,393.09,202.51,6,82.18,100.00,99.53,0.0308,Rock
489,1,26520.50,393.47,201.34,6,0.00,125.00,101.53,0.0308,Thumbs Up
490,1,26170.00,394.25,200.37,6,0.00,100.00,101.53,0.0647,Thumbs Up
491,2,26238.50,393.22,201.23,7,72.62,100.00,102.41,0.0647,Rock
492,3,26037.50,393.07,201.76,6,71.21,100.00,103.53,0.0647,OK
493,2,25184.50,392.94,202.41,6,69.81,100.00,105.53,0.0321,Rock
494,2,25192.00,393.54,203.19,6,55.82,100.00,105.53,0.0321,Rock
495,1,25833.00,393.34,203.19,6,0.00,100.00,106.41,0.0321,Thumbs Up
496,2,28111.50,396.23,201.05,6,81.74,100.00,107.53,0.0471,Rock
497,2,27112.00,395.77,201.41,6,68.23,100.00,109.53,0.0471,Rock
498,2,27023.00,394.23,202.01,6,37.43,100.00,109.53,0.0471,Rock
499,2,25643.50,393.92,202.77,6,74.47,100.00,110.41,0.0288,Peace
500,1,24730.00,393.25,205.17,6,0.00,100.00,111.53,0.0288,Thumbs Up
501,1,24962.00,393.48,204.75,6,0.00,100.00,113.53,0.0288,Thumbs Up
502,1,25011.00,394.18,204.03,6,0.00,100.00,113.53,0.0422,Thumbs Up
503,1,25016.00,393.04,204.54,6,0.00,100.00,114.41,0.0422,Thumbs Up
504,1,24832.50,393.36,205.47,5,0.00,100.00,115.53,0.0422,Thumbs Up
505,2,25067.00,393.29,205.19,6,77.14,100.00,117.53,0.0448,Peace
506,1,25003.50,393.52,205.08,6,0.00,100.00,117.53,0.0448,Thumbs Up
507,1,24949.50,393.68,204.57,6,0.00,100.00,118.41,0.0448,Thumbs Up
508,1,25240.00,392.83,203.62,6,0.00,100.00,119.53,0.0455,Thumbs Up
509,1,24034.50,392.05,202.68,6,0.00,100.00,121.53,0.0455,Thumbs Up
510,1,24685.50,392.75,202.83,5,0.00,100.00,121.53,0.0455,Thumbs Up
511,1,25174.00,392.57,203.25,6,0.00,100.00,122.41,0.0313,Thumbs Up
512,1,24185.50,392.46,202.24,6,0.00,100.00,123.53,0.0313,Thumbs Up
513,1,24303.50,393.27,201.89,6,0.00,100.00,125.53,0.0313,Thumbs Up
514,1,24904.00,393.32,201.86,6,0.00,100.00,125.53,0.0436,Thumbs Up
515,2,24881.50,393.41,200.79,7,84.14,100.00,126.41,0.0436,Rock
516,1,25722.00,392.72,201.22,7,0.00,100.00,127.53,0.0436,Thumbs Up
517,2,25510.50,392.07,202.48,7,81.19,100.00,129.53,0.0296,Rock
518,1,25531.00,392.74,202.80,7,0.00,100.00,129.53,0.0296,Thumbs Up
519,2,26891.50,393.76,199.83,7,84.09,100.00,130.41,0.0296,Peace
520,1,25549.00,392.08,202.91,7,0.00,100.00,131.53,0.0684,Thumbs Up
521,1,25725.50,392.64,202.56,7,0.00,100.00,133.53,0.0684,Thumbs Up
522,2,25759.00,392.83,202.19,6,78.08,100.00,133.53,0.0684,Rock
523,2,25400.50,391.77,202.83,6,83.39,100.00,134.41,0.0282,Rock
524,1,25766.50,392.70,202.46,7,0.00,111.11,135.53,0.0282,Thumbs Up
525,1,25543.00,393.08,202.71,6,0.00,100.00,137.53,0.0282,Thumbs Up
526,1,25283.00,393.86,200.83,7,0.00,100.00,137.53,0.0446,Thumbs Up
527,1,24575.50,393.67,201.05,6,0.00,100.00,138.41,0.0446,Thumbs Up
528,2,26184.00,393.98,202.38,6,77.48,100.00,139.53,0.0446,Rock
529,1,25440.50,393.26,201.92,6,0.00,100.00,141.53,0.0282,Thumbs Up
530,1,24477.50,394.11,200.87,6,0.00,100.00,141.53,0.0282,Thumbs Up
531,1,23564.00,393.49,199.48,8,0.00,125.00,142.65,0.0282,Thumbs Up
532,1,23405.00,392.23,199.94,7,0.00,100.00,143.53,0.0605,Thumbs Up
533,2,23243.50,392.46,199.91,7,81.85,100.00,145.53,0.0605,Rock
534,2,23059.50,392.28,198.67,8,84.66,100.00,145.53,0.0605,Rock
535,2,22788.00,391.90,200.15,8,83.05,125.00,146.41,0.0331,Rock
536,1,22684.00,392.66,202.70,5,0.00,90.91,147.53,0.0331,Thumbs Up
537,1,22816.00,392.05,204.72,6,0.00,100.00,149.53,0.0331,Thumbs Up
538,2,22821.50,391.51,204.41,7,84.70,100.00,149.53,0.0373,Rock
539,1,22838.50,392.03,203.77,6,0.00,100.00,150.41,0.0373,Thumbs Up
540,2,22924.00,391.20,205.10,6,80.17,100.00,151.53,0.0373,Rock
541,1,22894.00,391.28,204.66,6,0.00,100.00,153.53,0.0351,Thumbs Up
542,1,23118.50,391.83,203.72,6,0.00,100.00,153.53,0.0351,Thumbs Up
543,2,23243.50,392.17,203.27,6,77.18,90.91,154.41,0.0351,Rock
544,1,23593.00,391.67,203.90,6,0.00,100.00,155.53,0.0403,Thumbs Up
545,1,23432.50,391.97,203.70,5,0.00,100.00,157.53,0.0403,Thumbs Up
546,1,23223.50,391.67,203.74,5,0.00,100.00,157.53,0.0403,Thumbs Up
547,1,23004.50,392.00,203.18,6,0.00,100.00,158.41,0.0360,Thumbs Up
548,1,22763.50,392.16,203.95,5,0.00,100.00,159.53,0.0360,Thumbs Up
549,1,22583.50,391.69,204.75,5,0.00,100.00,160.65,0.0360,Thumbs Up
550,1,22929.00,390.96,206.21,5,0.00,100.00,161.53,0.0378,Thumbs Up
551,1,22837.00,389.77,204.75,6,0.00,100.00,162.41,0.0378,Thumbs Up
552,2,23117.00,389.61,205.21,6,78.98,100.00,163.29,0.0378,Rock
553,2,23112.50,389.53,205.09,6,74.68,100.00,164.17,0.0339,Rock
554,2,22842.50,389.22,205.05,6,83.99,100.00,166.17,0.0339,Rock
555,2,22912.00,389.49,202.71,7,79.71,90.91,166.17,0.0339,Rock
556,2,22475.50,390.47,201.10,6,72.64,100.00,167.29,0.0446,Rock
557,1,22277.50,390.49,202.27,5,0.00,90.91,168.17,0.0446,Thumbs Up
558,3,22011.50,393.81,194.66,8,83.53,100.00,170.17,0.0446,OK
559,1,22111.50,393.13,198.65,6,0.00,100.00,170.17,0.0302,Thumbs Up
560,1,22282.50,394.15,197.13,5,0.00,125.00,171.29,0.0302,Thumbs Up
561,1,22509.50,393.60,200.29,6,0.00,100.00,172.17,0.0302,Thumbs Up
562,2,23553.50,393.27,199.15,6,81.26,100.00,173.53,0.0391,Peace
563,3,24264.00,394.11,198.63,7,65.86,100.00,174.41,0.0391,OK
564,1,24876.00,393.71,198.93,7,0.00,166.67,175.77,0.0391,Thumbs Up
565,1,25154.50,394.45,199.21,6,0.00,100.00,176.65,0.0967,Thumbs Up
566,2,25040.50,393.45,202.69,7,80.66,100.00,177.53,0.0967,Peace
567,1,25486.50,394.06,203.03,5,0.00,100.00,178.41,0.0967,Thumbs Up
568,2,25521.00,393.75,201.91,6,79.23,125.00,179.29,0.0326,Rock
569,3,25876.00,392.68,201.41,6,71.92,100.00,180.17,0.0326,OK
570,1,25145.50,393.38,202.42,6,0.00,100.00,181.05,0.0326,Thumbs Up
571,2,25472.00,394.05,201.50,6,84.67,100.00,182.41,0.0578,Peace
572,2,25577.00,392.60,203.28,6,79.67,100.00,183.29,0.0578,Peace
573,3,25423.50,391.91,202.52,6,74.18,100.00,184.17,0.0578,OK
574,2,25275.50,392.97,200.98,6,76.86,100.00,185.05,0.0361,Rock
575,2,25580.50,392.60,201.79,7,83.70,90.91,185.93,0.0361,Rock
576,1,25607.00,393.53,200.40,6,0.00,100.00,187.29,0.0361,Thumbs Up
577,2,25631.00,392.71,201.48,6,82.90,90.91,188.17,0.0439,Rock
578,2,25459.00,392.38,202.56,6,69.09,100.00,189.05,0.0439,Peace
579,1,25698.50,392.40,201.35,7,0.00,100.00,190.41,0.0439,Thumbs Up
580,1,26059.00,392.85,200.95,6,0.00,100.00,191.29,0.0280,Thumbs Up
581,2,25826.00,392.68,201.57,7,81.50,100.00,192.17,0.0280,Rock
582,2,25962.50,393.43,201.40,7,78.57,100.00,193.05,0.0280,Rock
583,2,25822.00,392.67,200.76,7,83.28,100.00,193.93,0.0633,Rock
584,2,25918.00,392.65,201.85,7,80.57,100.00,195.29,0.0633,Rock
585,1,26310.50,393.22,201.05,7,0.00,90.91,196.17,0.0633,Thumbs Up
586,2,26211.00,393.52,200.36,8,84.86,100.00,197.05,0.0374,Peace
587,1,25925.50,392.86,201.63,6,0.00,100.00,198.41,0.0374,Thumbs Up
588,1,25722.50,393.91,200.73,6,0.00,100.00,199.29,0.0374,Thumbs Up
589,2,25682.50,393.91,201.13,6,78.86,100.00,200.43,0.0593,Rock
590,3,25901.50,392.22,202.02,6,69.89,100.00,201.31,0.0593,OK
591,2,25474.50,393.79,202.46,6,67.48,90.91,202.19,0.0593,Peace
592,2,24894.50,393.45,200.47,7,36.54,100.00,203.29,0.0286,Peace
593,1,24166.00,394.78,199.64,5,0.00,100.00,204.17,0.0286,Thumbs Up
594,1,23963.00,392.69,200.86,6,0.00,100.00,205.05,0.0286,Thumbs Up
595,2,24166.50,392.40,199.19,7,82.21,90.91,206.41,0.0376,Rock
596,1,24350.50,392.72,199.40,6,0.00,100.00,207.29,0.0376,Thumbs Up
597,2,24648.50,392.72,199.63,6,78.20,142.86,208.17,0.0376,Rock
598,1,25087.50,392.23,202.64,6,0.00,90.91,209.05,0.0335,Thumbs Up
599,2,24746.50,390.74,203.38,6,82.15,100.00,209.93,0.0335,Peace
600,1,24607.00,391.23,201.98,7,0.00,90.91,211.29,0.0335,Thumbs Up
601,1,24721.50,390.31,203.77,7,0.00,100.00,212.17,0.0565,Thumbs Up
602,2,24563.50,390.14,202.38,6,83.20,100.00,213.05,0.0565,Rock
603,2,24259.50,390.44,200.32,6,79.52,100.00,214.41,0.0565,Rock
604,2,24123.00,392.31,197.22,6,81.29,100.00,215.29,0.0295,Rock
605,1,23687.50,393.95,196.16,6,0.00,100.00,216.17,0.0295,Thumbs Up
606,2,24008.00,394.89,195.39,6,79.34,100.00,217.05,0.0295,Rock
607,2,25560.00,393.43,202.25,6,65.90,90.91,217.93,0.0600,Rock
608,1,25532.50,393.49,201.31,7,0.00,100.00,219.29,0.0600,Thumbs Up
609,1,24528.00,395.48,199.39,6,0.00,100.00,220.17,0.0600,Thumbs Up
610,1,24835.50,395.63,198.44,7,0.00,100.00,221.53,0.0291,Thumbs Up
611,2,25069.00,395.27,197.95,6,83.77,100.00,222.89,0.0291,Peace
612,1,25008.50,394.97,199.07,6,0.00,100.00,223.77,0.0291,Thumbs Up
613,1,25009.50,395.43,199.23,7,0.00,100.00,224.65,0.0458,Thumbs Up
614,1,25312.00,395.05,198.49,7,0.00,100.00,225.53,0.0458,Thumbs Up
615,1,24437.50,395.61,198.99,6,0.00,100.00,226.41,0.0458,Thumbs Up
616,1,24896.50,395.31,198.21,6,0.00,100.00,227.29,0.0307,Thumbs Up
617,1,25001.00,395.60,198.57,7,0.00,125.00,228.17,0.0307,Thumbs Up
618,1,24605.50,394.96,199.30,6,0.00,100.00,229.05,0.0307,Thumbs Up
619,1,25640.00,395.37,199.69,7,0.00,100.00,229.93,0.0384,Thumbs Up
620,1,26553.50,397.03,198.11,6,0.00,100.00,231.77,0.0384,Thumbs Up
621,2,25457.00,395.23,199.36,6,83.34,100.00,232.65,0.0384,Rock
622,1,26064.50,395.04,198.87,7,0.00,100.00,233.53,0.0364,Thumbs Up
623,1,25377.50,395.00,200.40,8,0.00,100.00,234.41,0.0364,Thumbs Up
624,1,24663.50,394.50,200.36,7,0.00,100.00,235.29,0.0364,Thumbs Up
625,1,24852.50,394.67,200.02,6,0.00,100.00,236.17,0.0614,Thumbs Up
626,1,24907.00,395.18,200.52,6,0.00,100.00,237.05,0.0614,Thumbs Up
627,1,24446.00,395.15,199.90,7,0.00,100.00,237.93,0.0614,Thumbs Up
628,1,24899.50,394.95,200.38,6,0.00,100.00,239.77,0.0296,Thumbs Up
629,1,24758.00,394.17,200.85,7,0.00,100.00,240.65,0.0296,Thumbs Up
630,1,25040.50,394.88,199.70,7,0.00,100.00,241.53,0.0296,Thumbs Up
631,1,24905.00,395.13,200.37,7,0.00,100.00,242.41,0.0616,Thumbs Up
632,1,24916.50,394.72,200.40,7,0.00,100.00,243.29,0.0616,Thumbs Up
633,1,24935.50,394.99,200.45,7,0.00,100.00,244.17,0.0616,Thumbs Up
634,1,25191.50,394.92,200.11,7,0.00,100.00,245.05,0.0322,Thumbs Up
635,1,24968.50,394.21,201.79,7,0.00,90.91,245.93,0.0322,Thumbs Up
636,1,24993.00,394.52,200.80,7,0.00,100.00,247.29,0.0322,Thumbs Up
637,2,24831.00,394.22,200.96,7,80.01,100.00,248.65,0.0460,Peace
638,1,24612.00,394.45,200.19,7,0.00,90.91,249.53,0.0460,Thumbs Up
639,1,24707.00,394.71,201.08,6,0.00,100.00,250.41,0.0460,Thumbs Up
640,1,25299.00,394.07,200.65,7,0.00,90.91,251.29,0.0296,Thumbs Up
641,1,24890.00,394.58,200.83,7,0.00,100.00,252.17,0.0296,Thumbs Up
642,1,25031.50,394.73,200.64,7,0.00,100.00,253.05,0.0296,Thumbs Up
643,1,25240.00,394.16,200.53,7,0.00,142.86,253.93,0.0415,Thumbs Up
644,1,25120.50,394.82,200.28,6,0.00,100.00,255.29,0.0415,Thumbs Up
645,1,25365.50,395.39,200.16,6,0.00,100.00,256.17,0.0415,Thumbs Up
646,1,25121.00,394.54,200.62,7,0.00,100.00,258.17,0.0436,Thumbs Up
647,1,24922.50,394.63,200.52,6,0.00,100.00,258.17,0.0436,Thumbs Up
648,1,24745.00,394.32,200.81,7,0.00,100.00,259.29,0.0436,Thumbs Up
649,1,24919.00,394.25,201.05,7,0.00,100.00,260.17,0.0474,Thumbs Up
650,1,25211.00,394.45,201.35,7,0.00,100.00,262.17,0.0474,Thumbs Up
651,2,24777.50,393.95,201.47,6,80.49,100.00,262.17,0.0474,Rock
652,1,24781.00,394.56,200.47,7,0.00,100.00,263.29,0.0308,Thumbs Up
653,1,24575.00,393.93,201.04,7,0.00,100.00,264.43,0.0308,Thumbs Up
654,1,25263.00,394.30,199.95,6,0.00,125.00,266.43,0.0308,Thumbs Up
655,1,24795.50,394.47,200.01,7,0.00,100.00,266.43,0.0466,Thumbs Up
