frame,fingers,maxContourArea,centerX,centerY,convexDefects,avgAngle,fps,usedMemoryMB,cpuLoad,gesture
656,1,24559.00,393.43,201.30,7,0.00,100.00,267.53,0.0466,Thumbs Up
657,1,24607.00,393.38,201.33,7,0.00,100.00,268.41,0.0466,Thumbs Up
658,2,24844.00,394.99,200.35,6,74.35,90.91,270.41,0.0303,Rock
659,1,25037.50,394.09,200.75,7,0.00,100.00,270.41,0.0303,Thumbs Up
660,1,24923.50,394.43,201.21,6,0.00,100.00,271.53,0.0303,Thumbs Up
661,1,24850.00,394.28,201.17,7,0.00,100.00,272.41,0.0455,Thumbs Up
662,1,25128.00,394.43,200.37,6,0.00,100.00,274.41,0.0455,Thumbs Up
663,1,24942.50,394.60,200.92,7,0.00,100.00,274.41,0.0455,Thumbs Up
664,1,24734.00,394.83,200.33,7,0.00,100.00,275.53,0.0369,Thumbs Up
665,1,24798.00,395.17,200.14,6,0.00,100.00,276.41,0.0369,Thumbs Up
666,1,24546.50,394.11,201.49,6,0.00,100.00,278.41,0.0369,Thumbs Up
667,1,25098.50,394.17,201.02,7,0.00,100.00,278.41,0.0348,Thumbs Up
668,1,25471.00,395.37,199.95,6,0.00,142.86,279.53,0.0348,Thumbs Up
669,1,25159.00,394.80,200.58,7,0.00,100.00,280.41,0.0348,Thumbs Up
670,1,24867.50,394.28,201.12,7,0.00,90.91,282.41,0.0445,Thumbs Up
671,1,25011.00,395.70,200.82,5,0.00,100.00,282.41,0.0445,Thumbs Up
672,1,24861.50,394.56,200.60,7,0.00,100.00,283.53,0.0445,Thumbs Up
673,1,24965.00,394.12,200.77,8,0.00,100.00,284.41,0.0335,Thumbs Up
674,2,24801.00,394.14,200.24,7,75.29,100.00,286.41,0.0335,Rock
675,1,25073.00,394.94,200.37,7,0.00,100.00,286.41,0.0335,Thumbs Up
676,1,25213.00,394.53,200.96,6,0.00,100.00,287.53,0.0369,Thumbs Up
677,1,25215.00,394.73,200.73,7,0.00,125.00,288.41,0.0369,Thumbs Up
678,1,25212.00,394.59,200.51,7,0.00,100.00,290.41,0.0369,Thumbs Up
679,1,24853.00,394.04,201.16,6,0.00,100.00,290.41,0.0422,Thumbs Up
680,2,25127.50,393.69,201.72,7,79.64,100.00,291.53,0.0422,Rock
681,1,25277.50,393.73,201.21,7,0.00,100.00,292.41,0.0422,Thumbs Up
682,2,24773.00,394.30,202.08,7,80.01,100.00,294.41,0.0563,Rock
683,1,25313.00,393.79,202.08,7,0.00,125.00,294.41,0.0563,Thumbs Up
684,2,25375.00,392.02,203.35,6,82.34,100.00,295.53,0.0563,Rock
685,1,25326.00,392.48,203.71,6,0.00,100.00,296.41,0.0307,Thumbs Up
686,1,25651.00,392.63,202.99,7,0.00,100.00,298.41,0.0307,Thumbs Up
687,1,25239.50,393.42,202.36,8,0.00,90.91,298.41,0.0307,Thumbs Up
688,1,25297.50,394.09,202.04,6,0.00,100.00,299.53,0.0373,Thumbs Up
689,1,25572.00,394.37,201.17,7,0.00,125.00,300.41,0.0373,Thumbs Up
690,1,25246.00,393.92,202.37,6,0.00,100.00,302.41,0.0373,Thumbs Up
691,2,25291.50,394.52,201.28,6,69.38,100.00,302.41,0.0346,Rock
692,2,25318.00,394.18,201.41,7,79.92,100.00,303.53,0.0346,Rock
693,1,25132.50,394.63,200.65,7,0.00,90.91,304.41,0.0346,Thumbs Up
694,1,25349.50,395.63,200.10,6,0.00,100.00,306.41,0.0435,Thumbs Up
695,1,25059.50,394.81,200.85,6,0.00,100.00,306.41,0.0435,Thumbs Up
696,1,24930.00,393.61,201.99,6,0.00,90.91,307.53,0.0435,Thumbs Up
697,2,25303.50,394.08,200.76,6,81.40,100.00,308.41,0.0319,Peace
698,1,24732.00,394.84,201.22,6,0.00,90.91,310.41,0.0319,Thumbs Up
699,1,25500.50,394.67,199.88,7,0.00,100.00,310.41,0.0319,Thumbs Up
700,1,25314.50,395.54,200.67,6,0.00,142.86,16.23,0.0786,Thumbs Up
701,1,25516.00,393.45,201.22,7,0.00,100.00,16.77,0.0786,Thumbs Up
702,1,25419.00,393.49,201.13,7,0.00,100.00,16.77,0.0786,Thumbs Up
703,1,25216.00,393.48,202.04,6,0.00,100.00,17.65,0.0362,Thumbs Up
704,1,25345.50,394.76,201.25,5,0.00,100.00,18.98,0.0362,Thumbs Up
705,1,25000.50,394.60,201.54,6,0.00,90.91,19.86,0.0362,Thumbs Up
706,2,25305.50,394.57,201.76,6,80.97,100.00,20.74,0.0387,Rock
707,1,25002.50,394.29,202.85,6,0.00,100.00,21.62,0.0387,Thumbs Up
708,2,25103.00,393.59,201.74,6,76.13,100.00,22.50,0.0387,Rock
709,1,25121.50,394.12,202.14,5,0.00,100.00,23.37,0.0358,Thumbs Up
710,2,25171.50,393.73,201.95,6,78.39,100.00,24.25,0.0358,Rock
711,1,24282.50,394.21,199.57,6,0.00,100.00,25.13,0.0358,Thumbs Up
712,1,23871.50,393.93,197.51,7,0.00,100.00,26.50,0.0364,Thumbs Up
713,1,23621.00,393.11,197.53,6,0.00,100.00,27.37,0.0364,Thumbs Up
714,3,23834.00,392.45,199.39,6,73.36,100.00,28.25,0.0364,OK
715,2,21410.50,393.94,191.13,8,77.21,100.00,29.13,0.0341,Rock
716,2,24575.50,394.39,198.11,6,83.95,90.91,30.01,0.0341,Rock
717,2,24267.50,394.48,198.28,7,66.99,100.00,31.37,0.0341,Rock
718,1,23478.50,393.86,197.78,7,0.00,100.00,32.74,0.0436,Thumbs Up
719,2,23351.50,393.61,197.08,8,84.91,100.00,33.62,0.0436,Rock
720,1,22565.50,393.80,195.44,9,0.00,100.00,34.98,0.0436,Thumbs Up
721,3,22605.50,394.11,195.21,9,83.52,100.00,35.86,0.0350,OK
722,2,22009.50,392.75,194.72,9,83.51,100.00,36.74,0.0350,Rock
723,2,21251.00,390.79,193.51,9,82.52,100.00,37.62,0.0350,Rock
724,3,35027.50,347.49,254.42,9,40.39,100.00,38.50,0.0410,OK
725,5,34149.50,352.86,249.69,9,49.44,100.00,39.37,0.0410,Palm
726,2,23164.50,388.72,202.57,8,82.94,100.00,40.25,0.0410,Rock
727,2,24785.50,389.26,205.40,7,84.01,100.00,41.13,0.0399,Rock
728,1,26611.50,387.74,212.40,7,0.00,100.00,42.50,0.0399,Thumbs Up
729,2,27250.50,388.74,215.84,7,74.48,100.00,43.37,0.0399,Rock
730,1,27229.00,390.11,218.17,7,0.00,100.00,44.25,0.0513,Thumbs Up
731,1,30365.50,181.03,347.24,8,0.00,100.00,45.13,0.0513,Thumbs Up
732,3,27863.50,394.54,202.74,9,81.48,100.00,46.01,0.0513,OK
733,1,27630.50,397.38,190.51,8,0.00,100.00,47.37,0.0300,Thumbs Up
734,1,26305.00,396.41,194.68,9,0.00,111.11,48.25,0.0300,Thumbs Up
735,1,23313.50,401.88,173.05,6,0.00,100.00,49.13,0.0300,Thumbs Up
736,1,22046.00,391.81,242.39,6,0.00,100.00,50.01,0.0375,Thumbs Up
737,3,49821.00,403.19,252.50,11,66.00,100.00,51.86,0.0375,OK
738,3,52977.00,423.57,248.33,8,38.43,100.00,52.74,0.0375,OK
739,5,66779.50,422.50,271.76,10,62.80,100.00,53.62,0.0288,Palm
740,3,73551.00,427.56,277.27,11,53.45,100.00,54.50,0.0288,OK
741,3,73164.00,432.92,281.74,9,49.32,100.00,55.37,0.0288,OK
742,4,72911.50,420.19,282.65,11,55.70,90.91,56.43,0.0504,4 Fingers
743,5,69799.00,387.36,289.89,10,58.38,100.00,57.62,0.0504,Palm
744,5,73831.00,370.31,297.55,7,56.19,100.00,58.50,0.0504,Palm
745,5,92428.50,301.92,317.86,7,57.23,100.00,59.86,0.0291,Palm
746,4,87862.50,297.78,323.26,6,56.00,90.91,60.74,0.0291,4 Fingers
747,5,83357.50,297.62,323.17,7,57.97,100.00,62.98,0.0291,Palm
748,5,78888.00,315.10,316.61,7,60.53,100.00,62.98,0.0424,Palm
749,3,68524.50,407.37,301.25,6,50.31,100.00,63.86,0.0424,OK
750,3,129907.50,486.29,268.19,10,67.59,100.00,64.74,0.0424,OK
751,2,53785.00,423.38,253.21,8,45.48,100.00,65.62,0.0339,Rock
752,2,40794.00,422.78,284.65,7,79.61,100.00,66.50,0.0339,Peace
753,2,34356.00,412.72,293.56,5,63.78,100.00,67.37,0.0339,Peace
754,2,100163.00,372.34,340.39,5,73.59,90.91,68.74,0.0486,Rock
755,3,84424.50,480.11,242.53,6,68.28,100.00,69.62,0.0486,OK
756,4,93204.00,474.91,302.15,7,64.93,100.00,70.50,0.0486,4 Fingers
757,5,61767.50,445.51,267.76,9,45.81,90.91,71.37,0.0377,Palm
758,5,64054.00,451.29,256.01,8,49.95,100.00,72.25,0.0377,Palm
759,4,67631.00,451.84,259.02,8,50.24,90.91,73.13,0.0377,4 Fingers
760,4,60190.00,449.17,272.88,11,41.50,100.00,74.01,0.0459,4 Fingers
761,3,58799.00,452.51,270.38,8,49.49,100.00,75.37,0.0459,OK
762,3,60512.50,449.72,270.33,7,47.78,100.00,76.25,0.0459,OK
763,3,58653.00,436.17,267.91,8,49.75,100.00,77.13,0.0551,OK
764,3,53778.00,420.50,264.21,7,61.54,100.00,78.01,0.0551,OK
765,3,52742.00,413.82,286.38,7,51.12,100.00,79.37,0.0551,OK
766,3,53681.50,422.75,288.71,8,59.16,125.00,80.25,0.0403,OK
767,3,53912.50,427.50,289.34,8,51.32,100.00,81.62,0.0403,OK
768,3,55008.00,427.08,290.01,9,61.48,100.00,82.50,0.0403,OK
769,3,57024.50,427.15,290.58,9,60.26,100.00,83.37,0.0293,OK
770,3,60058.00,423.81,281.37,11,55.10,100.00,84.25,0.0293,OK
771,3,58859.00,437.47,267.46,10,47.93,100.00,85.62,0.0293,OK
772,4,63074.00,432.69,268.56,7,45.85,90.91,86.50,0.0705,4 Fingers
773,5,59283.50,438.90,274.44,11,58.08,100.00,87.37,0.0705,Palm
774,4,64639.00,436.57,271.07,9,45.99,100.00,88.74,0.0705,4 Fingers
775,4,69418.50,442.03,273.03,10,44.39,90.91,89.62,0.0338,4 Fingers
776,4,63259.50,445.91,277.93,9,40.34,100.00,90.50,0.0338,4 Fingers
777,3,72426.00,450.24,281.90,7,39.64,100.00,91.37,0.0338,OK
778,3,72319.00,448.36,282.93,7,38.15,100.00,92.25,0.0418,OK
779,3,68343.00,435.38,281.00,10,39.62,100.00,93.13,0.0418,OK
780,3,59963.50,421.92,275.96,9,59.25,125.00,94.50,0.0418,OK
781,2,52489.00,417.66,291.82,8,62.36,100.00,95.37,0.0459,Rock
782,4,37459.00,416.99,228.65,10,66.61,100.00,96.25,0.0459,4 Fingers
783,3,38667.00,416.47,230.74,8,66.07,100.00,97.31,0.0459,OK
784,4,40574.50,416.67,232.04,9,68.25,100.00,98.19,0.0636,4 Fingers
785,4,53083.00,411.44,269.21,8,63.96,100.00,99.37,0.0636,4 Fingers
786,3,51919.00,415.88,260.05,9,72.48,100.00,100.25,0.0636,OK
787,4,68168.00,424.75,286.77,10,59.47,100.00,101.62,0.0322,4 Fingers
788,3,64991.50,425.83,272.11,11,63.11,100.00,102.50,0.0322,OK
789,4,63181.00,442.39,264.58,8,51.52,100.00,103.37,0.0322,4 Fingers
790,3,58164.50,446.17,268.26,8,62.30,100.00,104.25,0.0412,OK
791,3,63807.50,443.29,267.61,9,55.96,100.00,105.13,0.0412,OK
792,3,59029.50,445.33,270.07,8,54.29,100.00,106.01,0.0412,OK
793,3,64257.00,429.61,288.00,8,66.75,100.00,107.86,0.0411,OK
794,5,65594.00,415.91,286.36,8,64.05,100.00,108.74,0.0411,Palm
795,5,64473.50,422.53,296.10,10,70.22,100.00,109.62,0.0411,Palm
796,3,60207.50,446.78,291.09,9,51.43,100.00,110.50,0.0408,OK
797,3,54681.50,435.27,293.77,10,63.10,100.00,111.37,0.0408,OK
798,4,58207.00,445.16,296.57,7,71.28,100.00,112.25,0.0408,4 Fingers
799,4,59528.50,455.64,295.77,11,55.49,90.91,114.25,0.0304,4 Fingers
800,4,67229.00,466.13,298.03,11,66.96,111.11,114.25,0.0304,4 Fingers
801,4,50777.00,438.52,275.31,8,65.10,100.00,115.86,0.0304,4 Fingers
802,4,54747.00,444.89,275.02,9,50.19,100.00,116.74,0.0416,4 Fingers
803,4,50309.00,433.85,279.26,9,67.17,90.91,117.62,0.0416,4 Fingers
804,3,46523.00,424.34,277.75,7,63.98,100.00,118.50,0.0416,OK
805,3,26281.50,406.96,329.44,6,53.80,100.00,119.37,0.0306,OK
806,1,14817.00,384.16,329.45,5,0.00,125.00,120.25,0.0306,Thumbs Up
807,1,10497.50,339.73,353.18,4,0.00,100.00,121.13,0.0306,Thumbs Up
808,1,9300.50,341.93,351.28,3,0.00,100.00,122.01,0.0500,Thumbs Up
809,2,13997.50,340.95,326.16,5,73.62,100.00,123.37,0.0500,Rock
810,1,23882.50,368.95,307.98,4,0.00,125.00,124.25,0.0500,Thumbs Up
811,2,26173.00,405.92,304.97,7,9.31,100.00,126.25,0.0515,Rock
812,3,37355.50,424.12,249.52,8,71.91,90.91,126.25,0.0515,OK
813,2,38269.50,426.32,245.88,7,61.88,100.00,127.37,0.0515,Rock
814,4,45391.50,431.77,244.18,7,63.24,100.00,128.25,0.0607,4 Fingers
815,4,46109.00,437.14,242.33,8,73.61,100.00,130.25,0.0607,4 Fingers
816,5,45751.00,437.44,239.28,9,63.20,100.00,130.25,0.0607,Palm
817,4,45993.50,436.82,236.76,10,65.13,100.00,131.37,0.0347,4 Fingers
818,5,45658.50,437.41,234.37,10,64.25,100.00,132.74,0.0347,Palm
819,4,57521.00,406.27,282.76,9,55.96,100.00,133.62,0.0347,4 Fingers
820,4,58216.50,451.77,268.13,10,64.80,142.86,134.50,0.0455,4 Fingers
821,3,61937.50,445.43,267.55,9,44.46,100.00,135.37,0.0455,OK
822,5,61408.00,447.92,267.35,11,53.79,100.00,136.25,0.0455,Palm
823,4,75996.00,426.12,292.78,9,51.40,125.00,137.13,0.0305,4 Fingers
824,4,83024.00,396.86,249.34,10,56.62,90.91,138.50,0.0305,4 Fingers
825,4,82937.50,397.96,250.40,10,58.02,125.00,139.55,0.0305,4 Fingers
826,4,79958.00,402.72,248.92,10,56.78,90.91,140.43,0.0617,4 Fingers
827,3,71039.50,409.50,250.81,8,39.21,100.00,141.31,0.0617,OK
828,2,48230.00,343.08,237.58,7,49.88,100.00,142.19,0.0617,Rock
829,1,44039.50,338.66,224.13,7,0.00,100.00,143.37,0.0447,Thumbs Up
830,1,45541.00,347.71,226.33,7,0.00,100.00,144.74,0.0447,Thumbs Up
831,2,76138.50,408.06,248.80,9,39.18,100.00,145.62,0.0447,Rock
832,3,85737.00,417.87,278.25,9,58.55,100.00,146.50,0.0400,OK
833,3,85418.00,411.30,276.68,10,47.54,100.00,147.37,0.0400,OK
834,3,83611.50,403.77,269.08,9,56.85,100.00,148.25,0.0400,OK
835,4,53162.50,411.46,274.95,8,60.43,100.00,149.62,0.0287,4 Fingers
836,4,56878.50,422.64,282.39,11,66.42,100.00,150.50,0.0287,4 Fingers
837,4,65850.00,420.84,283.35,11,47.88,100.00,151.37,0.0287,4 Fingers
838,4,66691.50,418.02,288.66,12,41.34,100.00,152.25,0.0645,4 Fingers
839,5,67667.50,415.09,290.51,12,40.30,100.00,153.13,0.0645,Palm
840,5,60932.00,414.10,278.88,10,61.57,100.00,154.01,0.0645,Palm
841,4,53852.50,443.49,276.83,6,53.88,100.00,155.86,0.0579,4 Fingers
842,4,46361.00,429.25,268.72,9,67.22,166.67,156.74,0.0579,4 Fingers
843,3,44794.00,427.68,269.05,5,61.73,100.00,157.62,0.0579,OK
844,2,36755.50,420.08,278.06,6,51.42,100.00,158.50,0.0404,Rock
845,1,26540.50,381.22,277.19,7,0.00,100.00,159.37,0.0404,Thumbs Up
846,1,18485.00,453.00,339.81,8,0.00,100.00,160.25,0.0404,Thumbs Up
847,2,18457.50,383.69,219.12,6,82.80,100.00,161.13,0.0524,Rock
848,5,23591.50,131.91,307.72,7,52.78,100.00,162.01,0.0524,Palm
849,2,21625.50,452.46,341.01,5,63.97,100.00,163.37,0.0524,Rock
850,3,41604.50,424.88,282.39,9,39.37,100.00,165.37,0.0425,OK
851,5,40928.50,428.89,281.68,8,53.81,100.00,165.37,0.0425,Palm
852,3,41085.50,435.82,278.21,10,39.05,100.00,166.25,0.0425,OK
853,3,42373.50,436.75,280.66,10,47.49,100.00,167.62,0.0367,OK
854,2,48452.50,444.45,291.06,7,19.30,90.91,168.50,0.0367,Rock
855,4,50632.50,449.58,294.84,9,61.35,90.91,169.62,0.0367,4 Fingers
856,2,50953.50,455.42,294.85,7,23.65,90.91,170.50,0.0623,Rock
857,3,50286.00,459.14,298.25,10,45.69,90.91,171.37,0.0623,OK
858,3,47658.50,452.12,304.19,8,39.09,100.00,172.74,0.0623,OK
859,3,46821.00,444.15,309.58,8,51.56,90.91,173.62,0.0327,OK
860,3,46961.50,442.55,313.52,6,56.72,100.00,174.50,0.0327,OK
861,2,47813.50,444.81,316.23,7,42.82,100.00,175.37,0.0327,Rock
862,2,47872.00,446.06,318.84,6,43.00,100.00,176.25,0.0379,Rock
863,2,46894.50,443.05,314.99,6,43.12,100.00,177.13,0.0379,Rock
864,2,45697.00,439.39,312.65,6,43.08,100.00,178.01,0.0379,Rock
865,2,44915.50,438.21,308.88,8,43.95,100.00,179.86,0.0464,Rock
866,1,33842.00,395.02,264.76,5,0.00,100.00,180.74,0.0464,Thumbs Up
867,1,34912.50,394.07,261.68,6,0.00,90.91,181.62,0.0464,Thumbs Up
868,1,35115.00,395.08,260.99,6,0.00,100.00,182.50,0.0402,Thumbs Up
869,2,35484.00,394.74,260.53,6,78.99,100.00,183.37,0.0402,Rock
870,1,36296.50,394.79,259.41,7,0.00,100.00,184.25,0.0402,Thumbs Up
871,2,36216.00,394.60,258.35,7,81.85,111.11,185.13,0.0000,Rock
872,3,72626.00,288.54,270.78,7,72.50,90.91,186.50,0.0000,OK
873,4,73801.50,290.74,274.29,7,74.12,142.86,187.37,0.0000,4 Fingers
874,3,76235.00,293.05,273.63,7,73.90,100.00,188.25,0.0359,OK
875,3,75999.00,293.45,275.46,7,74.35,90.91,189.62,0.0359,OK
876,4,75453.50,291.68,276.90,7,66.67,90.91,190.50,0.0359,4 Fingers
877,4,72251.50,286.51,279.04,8,74.76,90.91,191.37,0.0425,4 Fingers
878,4,71362.50,286.03,274.74,7,61.90,90.91,192.25,0.0425,4 Fingers
879,2,43613.50,419.31,299.68,7,75.95,90.91,193.13,0.0425,Rock
880,2,39061.50,402.78,283.81,5,80.57,100.00,194.01,0.0762,Rock
881,5,39234.50,149.15,287.24,8,47.55,100.00,195.86,0.0762,Palm
882,5,38825.00,148.88,283.56,7,44.77,90.91,196.74,0.0762,Palm
883,2,55521.50,401.12,268.69,9,40.25,90.91,197.62,0.0484,Rock
884,4,73556.50,447.91,275.95,10,55.08,100.00,198.50,0.0484,4 Fingers
885,3,61473.50,424.95,263.75,10,54.65,100.00,199.37,0.0484,OK
886,4,67059.50,448.29,280.41,11,43.22,100.00,200.25,0.0281,4 Fingers
887,5,57120.00,387.27,266.10,9,61.30,100.00,201.13,0.0281,Palm
888,5,52223.50,381.38,264.85,9,48.78,100.00,202.98,0.0281,Palm
889,4,68266.00,418.99,289.69,8,37.93,90.91,203.86,0.0435,4 Fingers
890,5,88406.50,419.02,291.27,10,45.53,90.91,204.74,0.0435,Palm
891,3,56342.50,469.45,249.89,10,60.16,100.00,205.62,0.0435,OK
892,5,96014.00,370.51,286.42,10,57.41,90.91,206.50,0.0439,Palm
893,4,91877.00,379.95,289.11,8,55.04,90.91,207.86,0.0439,4 Fingers
894,5,87843.50,388.76,287.39,8,53.61,90.91,208.74,0.0439,Palm
895,4,78961.50,389.09,282.31,10,40.41,90.91,209.62,0.0400,4 Fingers
896,4,83976.00,390.06,280.01,11,58.20,100.00,210.50,0.0400,4 Fingers
897,4,80328.50,386.67,276.95,10,54.03,100.00,211.37,0.0400,4 Fingers
898,4,85218.50,390.81,280.87,9,59.09,100.00,212.25,0.0289,4 Fingers
899,4,85983.50,390.69,284.10,8,61.14,100.00,213.13,0.0289,4 Fingers
900,3,87814.00,389.29,283.69,10,46.31,90.91,214.50,0.0289,OK
901,4,87044.00,387.26,287.57,7,53.96,100.00,215.37,0.0451,4 Fingers
902,4,86518.00,383.29,290.88,7,54.68,100.00,216.25,0.0451,4 Fingers
903,4,89081.00,381.47,298.52,9,45.11,100.00,217.13,0.0451,4 Fingers
904,4,92299.00,385.60,304.37,7,52.94,100.00,218.01,0.0414,4 Fingers
905,4,90601.00,385.25,298.88,8,44.73,100.00,219.37,0.0414,4 Fingers
906,4,85672.00,382.26,288.66,9,47.31,90.91,220.74,0.0414,4 Fingers
907,3,87570.50,386.34,287.09,8,42.29,100.00,221.62,0.0386,OK
908,3,87056.50,392.87,293.10,10,31.51,90.91,222.50,0.0386,OK
909,5,86449.00,394.41,292.69,8,53.36,166.67,223.37,0.0386,Palm
910,3,94030.00,395.36,301.62,9,35.01,100.00,224.25,0.0340,OK
911,5,71161.50,375.63,291.11,10,43.76,100.00,225.13,0.0340,Palm
912,5,85384.50,393.83,291.57,11,53.91,100.00,226.50,0.0340,Palm
913,5,80391.50,394.54,281.93,9,55.67,100.00,227.37,0.0447,Palm
914,4,78085.00,394.27,279.09,9,58.22,100.00,228.25,0.0447,4 Fingers
915,3,79525.50,393.86,278.96,10,53.13,90.91,229.13,0.0447,OK
916,4,79846.50,394.88,278.88,9,57.44,142.86,230.50,0.0290,4 Fingers
917,3,81096.00,394.85,277.03,10,51.09,100.00,231.37,0.0290,OK
918,3,82546.00,398.76,284.06,9,50.95,100.00,232.25,0.0290,OK
919,4,85818.50,402.77,294.46,10,45.57,90.91,233.13,0.0509,4 Fingers
920,4,78433.00,391.95,295.08,11,50.00,100.00,234.01,0.0509,4 Fingers
921,4,83859.50,400.84,282.16,10,53.32,100.00,235.86,0.0509,4 Fingers
922,3,85292.00,400.20,283.96,11,39.90,100.00,236.74,0.0338,OK
923,4,93976.50,409.21,298.95,9,42.60,100.00,237.62,0.0338,4 Fingers
924,3,68482.50,365.12,286.00,10,48.49,100.00,238.50,0.0338,OK
925,3,73656.00,379.11,280.57,9,30.81,100.00,239.37,0.0436,OK
926,3,77828.50,380.37,289.30,9,37.83,111.11,240.74,0.0436,OK
927,3,79353.00,382.55,294.96,10,40.99,100.00,241.62,0.0436,OK
928,3,89833.00,392.23,296.50,8,43.70,100.00,242.50,0.0366,OK
929,3,91958.00,394.08,299.00,9,43.64,100.00,243.37,0.0366,OK
930,4,86805.00,394.90,305.25,9,46.80,100.00,244.25,0.0366,4 Fingers
931,3,94626.00,390.82,291.07,10,46.13,100.00,245.13,0.0381,OK
932,3,82633.00,387.63,290.39,8,46.16,125.00,246.50,0.0381,OK
933,4,68643.50,379.49,271.07,12,42.32,100.00,247.37,0.0381,4 Fingers
934,4,66059.50,375.15,271.46,11,60.43,90.91,248.25,0.0354,4 Fingers
935,3,73710.00,383.98,279.41,11,48.25,90.91,249.13,0.0354,OK
936,3,33894.50,379.03,254.42,7,64.78,100.00,250.01,0.0354,OK
937,3,25645.00,367.03,207.90,8,68.25,100.00,251.37,0.0395,OK
938,3,24872.50,366.57,206.04,7,70.39,100.00,252.74,0.0395,OK
939,3,25231.00,364.64,206.87,8,70.94,100.00,253.62,0.0395,OK
940,3,25211.00,362.98,204.83,10,68.07,100.00,254.50,0.0321,OK
941,2,25039.00,361.45,204.30,9,49.51,100.00,255.37,0.0321,Rock
942,4,26613.00,361.48,203.31,10,71.08,100.00,256.25,0.0321,4 Fingers
943,3,65573.00,455.11,253.02,9,57.48,100.00,257.13,0.0426,OK
944,3,90193.00,422.87,310.20,9,36.47,90.91,258.01,0.0426,OK
945,4,91103.00,426.93,304.72,12,47.47,90.91,259.86,0.0426,4 Fingers
946,3,66942.50,456.10,288.90,12,52.94,100.00,260.74,0.0531,OK
947,3,25965.00,363.58,205.96,8,62.77,100.00,261.62,0.0531,OK
948,3,25282.00,362.29,207.13,9,65.11,100.00,262.50,0.0531,OK
949,2,25361.00,358.31,206.38,9,51.96,100.00,263.37,0.0414,Rock
950,3,25504.00,357.46,205.48,10,66.73,100.00,264.25,0.0414,OK
951,2,25568.50,354.63,206.09,8,51.30,100.00,265.13,0.0414,Rock
952,4,28537.50,512.97,307.51,7,56.74,100.00,266.50,0.0282,4 Fingers
953,5,65923.00,380.93,259.78,9,61.05,100.00,267.37,0.0282,Palm
954,1,37822.50,408.41,308.25,5,0.00,100.00,268.25,0.0282,Thumbs Up
955,4,73334.50,271.48,267.87,7,60.84,90.91,269.13,0.0411,4 Fingers
956,2,42936.00,208.98,318.96,6,76.65,100.00,270.01,0.0411,Rock
957,2,35090.00,80.62,344.03,10,58.21,100.00,271.37,0.0411,Rock
958,2,14026.00,41.03,335.54,8,60.08,100.00,272.74,0.0338,Rock
959,1,35397.00,502.70,395.59,8,0.00,100.00,281.13,0.0172,Thumbs Up
960,2,65118.50,285.73,255.94,8,66.55,100.00,282.01,0.0172,Rock
961,5,51231.00,295.79,258.02,6,47.06,100.00,283.37,0.0172,Palm
962,5,49635.50,287.51,261.52,6,43.34,100.00,285.37,0.0441,Palm
963,5,47487.50,288.85,262.63,6,43.91,100.00,285.37,0.0441,Palm
964,5,44330.50,285.51,275.13,6,44.62,100.00,286.25,0.0441,Palm
965,5,39139.50,277.62,292.22,6,45.35,90.91,287.37,0.0352,Palm
966,5,37290.50,275.51,299.00,6,47.82,100.00,288.74,0.0352,Palm
967,5,34385.50,287.87,302.02,6,48.39,100.00,289.62,0.0352,Palm
968,5,33585.00,290.81,303.20,6,44.58,100.00,290.50,0.0435,Palm
969,5,32159.00,300.29,302.89,6,44.65,100.00,291.37,0.0435,Palm
970,5,32603.50,302.09,296.07,6,48.60,100.00,292.25,0.0435,Palm
971,5,31735.50,310.88,290.93,6,47.68,100.00,293.13,0.0355,Palm
972,5,30549.50,323.35,291.33,7,59.51,100.00,294.01,0.0355,Palm
973,5,28191.00,331.05,299.93,8,44.56,100.00,295.37,0.0355,Palm
974,5,28133.50,331.11,299.99,6,44.91,100.00,296.25,0.0374,Palm
975,5,27894.00,335.01,300.84,6,43.59,100.00,297.13,0.0374,Palm
976,5,29227.50,340.19,293.68,6,53.04,100.00,298.01,0.0374,Palm
977,5,29347.50,346.12,291.25,7,56.11,100.00,299.86,0.0285,Palm
978,3,31458.00,292.93,287.95,7,80.39,100.00,300.74,0.0285,OK
979,4,29745.00,282.99,291.05,6,50.22,100.00,301.62,0.0285,4 Fingers
980,5,29720.00,311.27,293.58,8,58.57,100.00,302.50,0.0679,Palm
981,5,31330.50,309.18,290.62,7,53.02,100.00,303.37,0.0679,Palm
982,5,31395.50,301.11,291.27,8,48.14,100.00,304.25,0.0679,Palm
983,5,28683.00,310.02,299.79,8,63.75,100.00,305.13,0.0297,Palm
984,5,26223.00,316.90,320.78,7,51.45,90.91,306.01,0.0297,Palm
985,5,24830.00,301.90,323.55,7,44.94,100.00,307.37,0.0297,Palm
986,5,24393.00,296.39,323.70,7,48.94,100.00,308.25,0.0444,Palm
987,5,24246.00,297.40,325.70,7,47.05,100.00,309.13,0.0444,Palm
988,5,23896.50,298.42,327.89,7,47.93,100.00,310.50,0.0444,Palm
989,5,23675.50,298.31,329.16,7,49.60,100.00,15.23,0.0376,Palm
990,5,23887.00,300.46,329.95,7,47.72,100.00,15.70,0.0376,Palm
991,5,24187.50,295.72,329.55,7,50.99,100.00,15.70,0.0376,Palm
992,5,23867.50,295.21,329.36,7,47.64,100.00,16.58,0.0384,Palm
993,5,23413.50,298.02,333.45,7,46.60,100.00,17.46,0.0384,Palm
