frame,fingers,maxContourArea,centerX,centerY,convexDefects,avgAngle,fps,usedMemoryMB,cpuLoad,gesture
241,2,32017.50,290.57,326.18,10,66.31,90.91,144.49,0.0323,Rock
242,2,31686.00,289.22,323.58,9,69.99,83.33,145.86,0.0322,Rock
243,5,32093.50,394.58,146.39,8,58.46,100.00,146.73,0.0322,Palm
244,5,32462.00,382.23,145.51,8,64.37,100.00,147.61,0.0322,Palm
245,3,32792.50,388.93,141.75,10,63.85,166.67,148.49,0.0375,OK
246,2,32453.50,292.61,329.21,7,61.60,90.91,149.37,0.0375,Rock
247,4,32822.50,379.42,145.76,7,67.23,111.11,150.73,0.0375,4 Fingers
248,4,33091.50,382.15,144.06,12,51.06,100.00,151.61,0.0501,4 Fingers
249,3,34741.50,368.33,144.17,9,59.35,125.00,152.98,0.0501,OK
250,4,32151.00,383.24,145.12,8,69.44,76.92,153.86,0.0554,4 Fingers
251,3,32977.00,381.72,149.01,9,64.94,90.91,154.73,0.0554,OK
252,2,32185.50,292.33,327.98,7,62.47,90.91,155.61,0.0554,Rock
253,3,33276.50,385.14,142.49,7,67.34,100.00,156.49,0.0317,OK
254,4,33757.50,379.99,148.40,9,57.42,52.63,157.37,0.0317,4 Fingers
255,5,32569.50,390.06,146.46,12,49.68,40.00,158.73,0.0290,Palm
256,3,32055.50,290.86,327.59,8,72.28,62.50,160.73,0.0290,OK
257,3,32563.00,380.44,147.00,9,62.09,100.00,160.73,0.0290,OK
258,3,31913.00,386.96,146.67,8,63.98,90.91,161.61,0.0417,OK
259,3,31417.50,389.19,146.36,10,56.33,76.92,163.22,0.0417,OK
260,3,33512.00,378.35,141.11,8,53.44,90.91,164.10,0.0417,OK
261,4,31896.00,385.89,146.46,11,50.33,100.00,164.98,0.0428,4 Fingers
262,3,31071.50,291.79,327.75,6,63.30,62.50,165.86,0.0428,OK
263,2,32311.50,292.56,328.03,7,67.32,100.00,166.73,0.0428,Rock
264,3,31353.50,389.53,150.72,8,54.97,100.00,167.61,0.0504,OK
265,4,32470.00,385.72,146.99,10,48.97,90.91,168.49,0.0504,4 Fingers
266,4,34184.50,373.89,142.81,9,45.52,90.91,169.86,0.0504,4 Fingers
267,3,28518.50,309.68,328.06,4,66.98,100.00,170.73,0.0457,OK
268,4,31628.50,374.61,149.52,10,65.68,90.91,171.61,0.0457,4 Fingers
269,5,30758.50,388.24,150.98,9,51.73,100.00,172.49,0.0457,Palm
270,5,35455.50,375.18,144.24,9,46.42,100.00,173.37,0.0281,Palm
271,3,20684.00,458.56,174.32,6,68.59,90.91,174.73,0.0281,OK
272,4,31585.50,388.32,146.33,10,49.05,100.00,175.61,0.0281,4 Fingers
273,3,32121.50,380.86,146.74,11,65.92,100.00,176.98,0.0421,OK
274,5,35718.50,374.58,144.13,9,58.63,90.91,177.86,0.0421,Palm
275,5,33099.50,385.19,147.08,8,66.90,100.00,178.73,0.0421,Palm
276,5,33653.50,381.23,148.54,10,71.01,100.00,179.61,0.0300,Palm
277,5,38483.50,378.55,157.58,10,69.23,83.33,180.49,0.0300,Palm
278,4,37826.50,383.96,156.61,10,46.89,100.00,181.37,0.0300,4 Fingers
279,5,37502.50,377.15,160.20,9,52.34,100.00,182.73,0.0417,Palm
280,4,39108.00,375.05,155.77,11,59.45,90.91,184.73,0.0417,4 Fingers
281,4,37984.50,378.07,155.87,10,62.81,100.00,184.73,0.0417,4 Fingers
282,4,37580.00,381.16,157.11,9,51.90,90.91,185.61,0.0296,4 Fingers
283,4,38047.50,376.42,156.49,9,56.43,90.91,186.98,0.0296,4 Fingers
284,5,38883.00,378.83,156.85,11,59.79,100.00,187.86,0.0296,Palm
285,4,36356.50,374.35,147.94,9,59.14,100.00,188.73,0.0376,4 Fingers
286,4,38048.00,382.20,155.77,8,65.38,100.00,189.86,0.0376,4 Fingers
287,5,39621.50,375.36,153.50,9,53.53,142.86,190.73,0.0376,Palm
288,4,36415.00,384.15,159.08,10,62.49,90.91,191.61,0.0301,4 Fingers
289,3,37047.50,386.61,157.31,11,52.17,90.91,192.98,0.0301,OK
290,5,38380.00,374.67,159.40,11,60.34,100.00,193.86,0.0301,Palm
291,4,37621.50,372.50,147.04,13,62.74,90.91,194.73,0.0513,4 Fingers
292,4,37195.00,373.82,146.14,9,58.79,90.91,195.61,0.0513,4 Fingers
293,3,38952.50,364.27,145.60,8,61.93,90.91,196.49,0.0513,OK
294,5,36676.00,370.19,147.63,9,63.85,90.91,197.37,0.0292,Palm
295,4,39149.00,369.79,150.18,9,55.47,100.00,198.73,0.0292,4 Fingers
296,3,37198.00,372.70,144.13,8,62.79,90.91,199.61,0.0292,OK
297,4,38864.00,368.73,142.76,8,70.30,90.91,200.49,0.0370,4 Fingers
298,5,34992.50,376.64,147.59,11,52.17,90.91,201.37,0.0370,Palm
